year,month,day,flow_cfs,Source
2017,1,5,95.000,observed_flow_12sites_cfs.csv
2017,1,6,76.900,observed_flow_12sites_cfs.csv
2017,1,7,82.400,observed_flow_12sites_cfs.csv
2017,1,8,76.800,observed_flow_12sites_cfs.csv
2017,1,9,74.200,observed_flow_12sites_cfs.csv
2017,1,10,71.800,observed_flow_12sites_cfs.csv
2017,1,11,71.800,observed_flow_12sites_cfs.csv
2017,1,12,71.700,observed_flow_12sites_cfs.csv
2017,1,13,71.700,observed_flow_12sites_cfs.csv
2017,1,14,104.000,observed_flow_12sites_cfs.csv
2017,1,15,98.200,observed_flow_12sites_cfs.csv
2017,1,16,92.700,observed_flow_12sites_cfs.csv
2017,1,17,442.000,observed_flow_12sites_cfs.csv
2017,1,18,336.000,observed_flow_12sites_cfs.csv
2017,1,19,392.000,observed_flow_12sites_cfs.csv
2017,1,20,308.000,observed_flow_12sites_cfs.csv
2017,1,21,254.000,observed_flow_12sites_cfs.csv
2017,1,22,223.000,observed_flow_12sites_cfs.csv
2017,1,23,194.000,observed_flow_12sites_cfs.csv
2017,1,24,174.000,observed_flow_12sites_cfs.csv
2017,1,25,168.000,observed_flow_12sites_cfs.csv
2017,1,26,159.000,observed_flow_12sites_cfs.csv
2017,1,27,150.000,observed_flow_12sites_cfs.csv
2017,1,28,148.000,observed_flow_12sites_cfs.csv
2017,1,29,141.000,observed_flow_12sites_cfs.csv
2017,1,30,139.000,observed_flow_12sites_cfs.csv
2017,1,31,136.000,observed_flow_12sites_cfs.csv
2017,2,1,134.000,observed_flow_12sites_cfs.csv
2017,2,2,132.000,observed_flow_12sites_cfs.csv
2017,2,3,128.000,observed_flow_12sites_cfs.csv
2017,2,4,123.000,observed_flow_12sites_cfs.csv
2017,2,5,123.000,observed_flow_12sites_cfs.csv
2017,2,6,125.000,observed_flow_12sites_cfs.csv
2017,2,7,125.000,observed_flow_12sites_cfs.csv
2017,2,8,123.000,observed_flow_12sites_cfs.csv
2017,2,9,116.000,observed_flow_12sites_cfs.csv
2017,2,10,110.000,observed_flow_12sites_cfs.csv
2017,2,11,110.000,observed_flow_12sites_cfs.csv
2017,2,12,108.000,observed_flow_12sites_cfs.csv
2017,2,13,92.700,observed_flow_12sites_cfs.csv
2017,2,14,105.000,observed_flow_12sites_cfs.csv
2017,2,15,1170.000,observed_flow_12sites_cfs.csv
2017,2,16,562.000,observed_flow_12sites_cfs.csv
2017,2,17,364.000,observed_flow_12sites_cfs.csv
2017,2,18,317.000,observed_flow_12sites_cfs.csv
2017,2,19,292.000,observed_flow_12sites_cfs.csv
2017,2,20,274.000,observed_flow_12sites_cfs.csv
2017,2,21,696.000,observed_flow_12sites_cfs.csv
2017,2,22,545.000,observed_flow_12sites_cfs.csv
2017,2,23,421.000,observed_flow_12sites_cfs.csv
2017,2,24,376.000,observed_flow_12sites_cfs.csv
2017,2,25,320.000,observed_flow_12sites_cfs.csv
2017,2,26,320.000,observed_flow_12sites_cfs.csv
2017,2,27,314.000,observed_flow_12sites_cfs.csv
2017,2,28,314.000,observed_flow_12sites_cfs.csv
2017,3,1,307.000,observed_flow_12sites_cfs.csv
2017,3,2,289.000,observed_flow_12sites_cfs.csv
2017,3,3,270.000,observed_flow_12sites_cfs.csv
2017,3,4,253.000,observed_flow_12sites_cfs.csv
2017,3,5,292.000,observed_flow_12sites_cfs.csv
2017,3,6,330.000,observed_flow_12sites_cfs.csv
2017,3,7,307.000,observed_flow_12sites_cfs.csv
2017,3,8,280.000,observed_flow_12sites_cfs.csv
2017,3,9,253.000,observed_flow_12sites_cfs.csv
2017,3,10,240.000,observed_flow_12sites_cfs.csv
2017,3,11,232.000,observed_flow_12sites_cfs.csv
2017,3,12,407.000,observed_flow_12sites_cfs.csv
2017,3,13,343.000,observed_flow_12sites_cfs.csv
2017,3,14,314.000,observed_flow_12sites_cfs.csv
2017,3,15,295.000,observed_flow_12sites_cfs.csv
2017,3,16,280.000,observed_flow_12sites_cfs.csv
2017,3,17,270.000,observed_flow_12sites_cfs.csv
2017,3,18,265.000,observed_flow_12sites_cfs.csv
2017,3,19,253.000,observed_flow_12sites_cfs.csv
2017,3,20,240.000,observed_flow_12sites_cfs.csv
2017,3,21,228.000,observed_flow_12sites_cfs.csv
2017,3,22,213.000,observed_flow_12sites_cfs.csv
2017,3,23,206.000,observed_flow_12sites_cfs.csv
2017,3,24,192.000,observed_flow_12sites_cfs.csv
2017,3,25,209.000,observed_flow_12sites_cfs.csv
2017,3,26,188.000,observed_flow_12sites_cfs.csv
2017,3,27,195.000,observed_flow_12sites_cfs.csv
2017,3,28,188.000,observed_flow_12sites_cfs.csv
2017,3,29,224.000,observed_flow_12sites_cfs.csv
2017,3,30,261.000,observed_flow_12sites_cfs.csv
2017,3,31,253.000,observed_flow_12sites_cfs.csv
2017,4,1,202.000,observed_flow_12sites_cfs.csv
2017,4,2,181.000,observed_flow_12sites_cfs.csv
2017,4,3,5340.000,observed_flow_12sites_cfs.csv
2017,4,4,1090.000,observed_flow_12sites_cfs.csv
2017,4,5,576.000,observed_flow_12sites_cfs.csv
2017,4,6,428.000,observed_flow_12sites_cfs.csv
2017,4,7,364.000,observed_flow_12sites_cfs.csv
2017,4,8,334.000,observed_flow_12sites_cfs.csv
2017,4,9,316.000,observed_flow_12sites_cfs.csv
2017,4,10,298.000,observed_flow_12sites_cfs.csv
2017,4,11,325.000,observed_flow_12sites_cfs.csv
2017,4,12,1550.000,observed_flow_12sites_cfs.csv
2017,4,13,582.000,observed_flow_12sites_cfs.csv
2017,4,14,452.000,observed_flow_12sites_cfs.csv
2017,4,15,398.000,observed_flow_12sites_cfs.csv
2017,4,16,416.000,observed_flow_12sites_cfs.csv
2017,4,17,365.000,observed_flow_12sites_cfs.csv
